	title	body	date	fake	source
10	É #FAKE que médica foi entubada no Sul do país após tomar CoronaVac	Nenhum efeito colateral grave foi detectado entre os voluntários, segundo o Instituto Butantan, que testa a vacina de origem chinesa no Brasil.	Há 1 mês	1	https://g1.globo.com/fato-ou-fake/coronavirus/
11	É #FAKE que médicos alemães descobriram que mortes por coronavírus são causadas por uma bactéria e que a Covid-19 é amplificada pelo 5G	Mensagem falsa é uma reedição de mensagem que ligava descobertas a médicos italianos. OMS e especialistas desmentem esses mitos.	Há 1 mês	1	https://g1.globo.com/fato-ou-fake/coronavirus/
12	É #FAKE que imagens mostrem vacinação obrigatória contra a Covid-19 no Peru	Mensagem falsa se vale de imagens de imunização contra a difteria, feita de casa em casa numa região de Lima por conta de dois óbitos em decorrência da doença.	Há 1 mês	1	https://g1.globo.com/fato-ou-fake/coronavirus/
13	É #FAKE que vacina para H1N1 distribuída no Brasil seja da empresa chinesa que produz a CoronaVac	Mensagem falsa foi desmentida pelo Ministério da Saúde; o imunizante é fabricado pelo Instituto Butantan.	Há 1 mês	1	https://g1.globo.com/fato-ou-fake/coronavirus/
14	É #FAKE que quem testar positivo para Covid-19 está proibido de votar	TSE orienta que pessoas com sintomas da doença ou já diagnosticadas não votem, mas não proíbe. Quem ficar doente poderá justificar a ausência apresentando atestado médico à Justiça Eleitoral.	Há 1 mês	1	https://g1.globo.com/fato-ou-fake/coronavirus/
15	É #FAKE que pessoas morreram em Singapura após testes com vacina chinesa contra o coronavírus	Singapura suspendeu temporariamente, na verdade, duas vacinas contra a gripe, uma coreana e outra francesa, após mortes na Coreia do Sul. Vacinação já foi retomada por não haver comprovação da relação entre os imunizantes e os óbitos.	Há 1 mês	1	https://g1.globo.com/fato-ou-fake/coronavirus/
16	É #FAKE que médico chinês morreu depois de tomar CoronaVac	A morte de Hu Weifeng foi em decorrência da Covid-19. Testes com a vacina não incluíram indivíduos infectados.	Há 2 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
17	É #FAKE que fazer refeições quentes e comer ovo uma vez ao dia previnam a Covid-19	Mensagem falsa ensina ainda que beber 1,5 litro dágua ajuda a evitar a infecção pelo coronavírus; nenhum dos conselhos tem embasamento científico.	Há 2 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
18	É #FAKE que substâncias presentes em vacinas para a Covid-19 podem causar Alzheimer e fibromialgia	Vídeo afirma que imunizantes podem matar, e que só foram aplicados em animais. Testes feitos em milhares de voluntários, porém, não detectaram efeitos colaterais graves.	Há 2 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
19	É #FAKE que testes com vacinas para a Covid-19 tenham sido cancelados no Brasil por conta de mortes de voluntários	Estudo que foi paralisado, do imunizante da Johnson&Johnson, não registrou óbito de participantes, e sim quadro ainda não esclarecido; caso não foi no Brasil.	Há 2 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
20	É #FAKE que CoronaVac deixou mais de 2 mil mortos na China e um tetraplégico na Inglaterra	Mensagem falsa diz ainda que vacina vai alterar DNA humano; nenhuma dessas informações procede.	Há 2 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
21	É #FAKE que lei 14.019 determina que o uso de máscara não é mais obrigatório em todo o Brasil	Ao contrário do que diz mensagem falsa, a lei 14.019 determina, sim, o uso de máscara em todo o país. Trecho que impõe obrigação no comércio, em escolas e em igrejas chegou a ser vetado, mas Senado derrubou o veto.	Há 2 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
22	Veja o que é #FATO ou #FAKE no discurso de Bolsonaro sobre a vacina chinesa	Presidente deu declarações no interior de SP após cancelar protocolo de intenção de compra do imunizante da farmacêutica Sinovac.	Há 2 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
23	É #FAKE que Doria disse que não vai permitir que os que não tomarem a CoronaVac passem a doença para os que tomarem	Declaração não foi dada pelo governador de São Paulo. Mensagem falsa tem viralizado.	Há 2 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
24	É #FAKE que presença de outros vírus nos corpos de vítimas da Covid-19 significa que pode não ter havido nenhuma morte pela doença	Informação circula em vídeo divulgado em redes sociais e afirma não ser possível atestar mortes por Covid-19. Infectologista e virologista dizem que sintomas são específicos e verificação em pandemias passa não só por critérios laboratoriais.	Há 2 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
25	É #FAKE que Argentina é o segundo país com maior número de mortos por 100 mil pela Covid-19	País aparece em 22º em lista da universidade Johns Hopkins. Especialistas alertam que comparar países por essa taxa no meio da pandemia não é o ideal.	Há 3 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
26	É #FAKE que governadora do Rio Grande do Norte determinou distanciamento de carros para conter propagação do coronavírus	Informação não procede. Estacionamentos nem sequer são da esfera do governo do estado.	Há 3 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
27	É #FAKE que nenhum morador de rua morreu de Covid-19	Apenas em São Paulo, 30 pessoas em situação de rua morreram em decorrência do novo coronavírus. Há registros também em várias cidades do país.	Há 3 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
28	É #FAKE que três jovens morreram depois de tomar CoronaVaC	Informação de que irmãos de 13, 16 e 18 anos foram a óbito tem sido propagada em vídeo que viralizou nas redes sociais. Instituto Butantan, que realiza os testes com a vacina para a Covid-19, nega qualquer reação adversa ao imunizante até o momento. Além disso, ela não tem sido ministrada em menores de idade.	Há 3 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
29	É #FAKE que uso de máscara eleva inalação de dióxido de carbono para nível acima do suportado pelo organismo humano	Segundo médicos, pessoas com dificuldades respiratórias podem sentir desconforto com item de proteção; no entanto, não há risco de intoxicação.	Há 3 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
30	É #FAKE foto de banhista usando máscara de proteção contra o coronavírus durante mergulho	Imagem é uma montagem e é antiga. Na foto original, feita em 2014, jovem está sem máscara.	Há 3 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
31	É #FAKE que Argentina, Venezuela e Cuba não adotaram auxílio à população mais pobre durante a pandemia de Covid-19	Mensagem falsa tem sido difundida por apoiadores do presidente Jair Bolsonaro nas redes sociais.	Há 3 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
32	É #FAKE que foto mostre Maia ao lado de Pezão em festa no meio da pandemia	Imagem, na verdade, foi feita em março de 2018, em Volta Redonda, antes da prisão do ex-governador e muito antes da pandemia do novo coronavírus. Pezão cumpre prisão domiciliar desde dezembro de 2019.	Há 3 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
33	É #FAKE que governo federal tem distribuído kits anti-Covid com medicamentos a estados e municípios	Ministério da Saúde nega fornecimento e esclarece que a prescrição de remédios permanece a critério do médico, sendo necessária também a vontade declarada do paciente.	Há 3 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
34	É #FAKE teste que manda prender respiração para pessoa se certificar se tem Covid-19	Especialistas afirmam que teste não serve como diagnóstico da doença. Ele tem sido atribuído a hospital na Índia, que nega autoria: 'Isso é fake'.	Há 3 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
35	É #FAKE que EUA e China consideram cloroquina '100% eficiente' para curar a Covid-19	Droga não é aprovada para a doença pela agência norte-americana FDA; na China, prescrição é autorizada, mas embaixada do país no Brasil nega afirmação sobre eficácia.	Há 3 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
36	É #FAKE que pesquisa revelou que só 6% das mortes atribuídas à Covid-19 nos Estados Unidos foram mesmo causadas pelo coronavírus	Dado foi distorcido, afirma agência do governo norte-americano. O próprio presidente Donald Trump tuitou a informação falsa, que foi removida pela rede social.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
37	É #FAKE que governo não pode obrigar pessoas a se vacinar contra Covid-19	Frase dita por Bolsonaro e reforçada pela Secretaria de Comunicação diz que 'ninguém pode obrigar ninguém a tomar vacina'. Não é verdade. Uma lei assinada pelo próprio presidente, inclusive, abre essa possibilidade ao colocar entre as opções de medidas a serem adotadas para enfrentar a pandemia a vacinação de forma compulsória. Código Penal já prevê penalidades em caso de recusa, afirmam especialistas.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
38	É #FAKE que foto mostre coração de pessoa após uso prolongado de máscara contra a Covid-19	Registro é de 2017, quando médica da Turquia publicou foto no site 'Medzzy'. Ela diz que motivo da morte foi suicídio e não tem qualquer relação com a Covid-19.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
39	É #FAKE que a Covid é um plano internacional de controle e redução da população lançado em 2020	"Vídeo viral tem circulado com legendas em vários idiomas. Médico militante antivacina, afastado por causa de suas posições, diz que Covid-19 significa ""Certificado de Identificação de Vacinação com Inteligência Artificial"". Tudo não passa de um boato."	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
40	É #FAKE que OMS pediu desculpas por erro, mudou posicionamento e agora recomenda hidroxicloroquina para tratar a Covid-19	Boato tem se espalhado pela web. Agência nega revisão de entendimento de que medicamento não é eficaz nem seguro para a doença.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
41	É #FAKE que foto mostre Flávio Dino no velório do pai sem máscara e sem cumprir distanciamento social	Imagem que circula do governador do Maranhão é de janeiro de 2018, em cerimônia pela morte de deputado. Não houve velório no caso do pai de Dino, apenas enterro, com a presença de poucos familiares.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
42	É #FAKE que Natal zerou pacientes com Covid-19 internados em CTIs graças a protocolo com medicamentos	Há dez pessoas em cuidados intensivos com a doença. Em nenhum momento da pandemia o número de internações de pacientes infectados pelo coronavírus em UTIs foi zerado, segundo a Secretaria da Saúde. Além disso, especialistas dizem que tais remédios são ineficazes contra a doença.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
43	É #FAKE que uso de máscara contra o coronavírus tem sido desencorajado pela OMS e por governos de outros países	Texto que circula pelas redes sociais usa informações distorcidas e desatualizadas sobre o item de proteção.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
44	É #FAKE que filha de Putin morreu após tomar dose de vacina russa contra Covid-19	Imagem usada em boato não é de nenhuma das duas filhas do presidente, e sim de voluntária. Embaixada russa no Brasil diz que 'mensagem, com certeza, é fake'.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
45	É #FAKE que estudo feito em 2005 comprova eficácia da cloroquina contra a Covid-19	Doença só surgiu no fim do ano passado. Há 15 anos, o medicamento se mostrou eficaz contra o Sars-CoV-1, outro vírus, e somente em laboratório. Como doença foi extinta rapidamente, testes em humanos não progrediram.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
46	É #FAKE que mistura de vinagre de maçã e alho cure a Covid-19	Receita caseira que viralizou não tem qualquer ação contra coronavírus, afirmam especialistas.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
47	É #FAKE que foto mostre Doria em cadeira de rodas ao lado de pessoas sem máscara após pegar Covid-19	Imagem é de 2017, quando o então prefeito usou equipamento para testar acessibilidade das calçadas em SP.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
48	É #FAKE que dados de cartórios provem que não houve 100 mil mortes por Covid-19 no Brasil	Mensagem tenta defender a tese enganosa de que números das secretarias de Saúde são inflados, na comparação com os números dos cartórios. Mas o texto não leva em conta que os registros dos cartórios têm atraso e subnotificação e que houve menos mortes por outras causas.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
49	É #FAKE que fotos mostrem lesões causadas por infecção após uso de máscaras contra a Covid-19	Imagens retiradas de contexto mostram, na verdade, lesões provocadas por doenças que não têm relação com máscaras.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
50	É #FAKE que termômetro infravermelho cause dano à glândula pineal	Localizada no centro do cérebro, glândula, que faz parte do sistema endócrino, não pode ser comprometida pelos sensores de temperatura, afirmam médicos.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
51	É #FAKE que Camila Pitanga contraiu Covid-19, mas fingiu ter malária para tomar cloroquina	Exames provam que a atriz e a filha tiveram mesmo malária. Além disso, resultados deram negativo para o novo coronavírus.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
52	É #FAKE que todos os atestados de óbitos de pacientes do SUS afirmem que causa mortis foi a Covid-19	Mensagem falsa diz que documentos são adulterados em cumprimento a decretos de governadores. Não é verdade. Ministério da Saúde reforça que todos os estados seguem critérios técnicos.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
53	É #FAKE que foto mostre Doria recebendo vacina chinesa contra a Covid-19	Imagens são de março, quando o governador foi imunizado contra a gripe. Ele não tomou a vacina Coronavac, que está em teste apenas entre voluntários.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
54	É #FAKE que mortes por pneumonia e insuficiência respiratória têm sido todas registradas como sendo Covid-19	Mensagem falsa diz que números do coronavírus foram inflados para que Brasil chegasse à marca de 100 mil óbitos e que as causas foram apenas 'renomeadas'. Não é verdade.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
55	É #FAKE que vídeo mostre Pelotas usando sirene para impor toque de recolher em meio a lockdown	Brincadeira de moradores foi filmada e tem viralizado nas redes como se fosse verdade. Cidade teve lockdown no fim de semana, mas não houve nenhum toque de recolher muito menos sirene sendo utilizada pelas autoridades.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
56	Curas 'milagrosas', vacinas, máscaras, dados sobre a pandemia, isolamento social: Fato ou Fake chega a 300 checagens sobre o coronavírus	Desde o início da pandemia, áudios, vídeos e textos falsos têm circulado na web. Equipe fez a verificação de quase duas mensagens por dia em 6 meses. Médicos apontam o quão nocivos são os boatos em meio à crise de saúde pública.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
57	É #FAKE que compras de produtos chineses caíram 78% no Brasil após boicote por conta da pandemia do coronavírus	Queda foi de apenas 6,9%, segundo Ministério da Economia, inferior ao total de importações no 1º semestre. A participação chinesa nas importações brasileiras, na verdade, cresceu neste ano. Ou seja, não faz qualquer sentido a tese de boicote.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
58	É #FAKE que foto mostre monumento de Berlim lotado em manifestação contra regras para conter Covid-19	Imagem, na verdade, é de um festival de música realizado em 2003.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
59	É #FAKE mensagem que fala sobre convite da Sociedade Brasileira de Infectologia para treinamento sobre vacina na Suíça	Texto falso induz a golpe. Sociedade Brasileira de Infectologia e Sociedade Brasileira de Imunologia não fizeram nenhuma convocação para evento em nome da Organização Mundial da Saúde (OMS).	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
60	É #FAKE que imagens mostrem Renata Vasconcellos comemorando aniversário e abraçando colegas na redação em meio à pandemia	Vídeo, na verdade, foi feito em 2019, no aniversário de 50 anos do Jornal Nacional.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
61	É #FAKE que fotos de multidões na Alemanha mostrem protesto contra restrições impostas pela Covid-19	Imagens são, na verdade, de atos realizados pelo movimento 'Black Lives Matter' no país em junho. Há fotos que não foram tiradas nem sequer na capital, e sim em Hamburgo e Colônia.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
62	É #FAKE que estudo da Coreia do Sul prove que quarentena é inútil para a população se proteger da Covid-19	Pesquisa não analisou eficácia ou não do distanciamento social, e sim local de contaminação pelo coronavírus. Autor de estudo refuta mensagem falsa.	Há 4 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
63	É #FAKE que foto mostre multidão em protesto contra isolamento em Berlim	Imagem é antiga e mostra festival de música eletrônica em Zurique, na Suíça. Mais de 1 milhão de pessoas participaram de evento em 2018. Protesto em Berlim reuniu, na verdade, cerca de 15 mil, integrantes dos movimentos antivacina e adeptos de teorias da conspiração.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
64	É #FAKE que OMS desmentiu recomendações anteriores sobre retomada da economia em países afetados pela pandemia da Covid-19	Fala de diretor da agência foi tirada de contexto. Ao falar de abertura de fronteiras, Michael Ryan afirmou que cada país deve analisar em que momento e de que forma pode rever restrições.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
65	É #FAKE que vacinas contra o novo coronavírus possam gerar seres geneticamente modificados	Afirmação falsa está em vídeo de osteopata americana que tem viralizado nas redes sociais. Tese é fantasiosa, apontam especialistas.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
66	É #FAKE que imagem prove que primeira voluntária não recebeu vacina contra a Covid-19 em SP	Parte da sessão de fotos com a voluntária circula com legendas que colocam em dúvida a veracidade da vacinação, mas outras imagens comprovam que houve a aplicação de fato. Voluntária gravou depoimento falando da experiência.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
67	É #FAKE que foto mostre jovem com rosto inchado após tomar vacina chinesa contra a Covid-19	Imagem, na verdade, é do jovem Andrew Seely, que teve reação alérgica após ser alvo de trote em universidade nos Estados Unidos. Foto foi registrada em 2016.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
68	É #FAKE que vacina chinesa em testes no Brasil use células de fetos abortados	Parceria de empresa da China com o Instituto Butantan, imunizante citado em mensagem falsa tem por base coronavírus cultivado em células de macaco e inativado.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
69	É #FAKE que vídeo mostre execução de repórter no Pará após reportagem com denúncia de superfaturamento	Repórter está bem; ele fez um vídeo para tranquilizar espectadores. Além disso, Prefeitura de Moju nega irregularidades. Imagens, na verdade, mostram assassinato no Equador em janeiro deste ano.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
70	É #FAKE que Ziraldo fez defesa da cloroquina e criticou quem faz campanha contra o remédio	Cartaz atribui ao cartunista frase que ele jamais disse. Estudos recentes mostram que a cloroquina não tem eficácia contra o novo coronavírus.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
71	É #FAKE que máscaras de tecido sejam ineficazes contra o coronavírus e que apenas trajes cobrindo o corpo todo protejam da Covid-19	Mensagem compartilhada nas redes mostra roupa especial que só é necessária para manipulação de grande quantidade de vírus, explicam especialistas.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
72	É #FAKE que pessoas assintomáticas podem passar anticorpos para outras pessoas e torná-las imunes ao novo coronavírus	A comunicação de anticorpos no contato interpessoal é biologicamente impossível, dizem especialistas.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
73	É #FAKE que alto nível de vitamina D no organismo reduza a quase zero a chance de morte pela Covid	Mensagem falsa afirma que vitamina deve ser suplementada; esta recomendação não existe, segundo especialistas.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
74	É #FATO que Exército levou remédios para internados com Covid no RS e SC	Operação buscou medicamentos da fronteira com o Uruguai. Ministério da Saúde confirma a compra para auxiliar estados com baixo estoque.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
75	É #FAKE que mistura de pimenta com mel e gengibre cure a Covid-19	Mensagem falsa afirma que cura milagrosa foi descoberta na Índia e chancelada pela OMS; informação não procede.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
76	É #FAKE que pode ter o CRM cassado o médico que não prescrever hidroxicloroquina a pedido do paciente em casos de Covid	Conselho Federal de Medicina esclarece que a decisão de receitar o medicamento, cuja ação contra o coronavírus não é comprovada, é individual de cada profissional.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
77	É #FAKE que produto veterinário creolina cure a Covid-19	Em vídeo, homem diz que ficou curado apos tomar produto misturado ao café. Ministério da Saúde afirma que não há substância capaz de prevenir ou curar a doença. Farmacêutico alerta que produto é tóxico e até combustível.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
78	É #FAKE que isolamento social faça contaminados respirarem o próprio vírus, aumentando, assim, a carga viral	Mensagem falsa induz pessoas doentes a sair de casa, o que contraria o que é preconizado pelas autoridades de saúde.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
79	É #FAKE que cidade paulista de Porto Feliz não registrou óbito pela Covid-19 por conta de protocolo de cloroquina e azitromicina	Segundo dados do Ministério da Saúde, foram registradas 10 mortes no município, que tem cerca de 50 mil habitantes.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
80	É #FAKE que beber vodca ou uísque mate o coronavírus na garganta	Em áudio, mulher diz que recomendação de tomar destilados assim que chegar da rua pode eliminar o Sars-CoV-2 na garganta; especialistas refutam tese.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
81	É #FAKE que presos liberados da cadeia por conta da pandemia de Covid-19 cometeram 13,9% dos homicídios do país no mês de abril	Índice, na verdade, se refere ao montante de egressos do sistema carcerário que foram assassinados no Rio Grande do Sul.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
82	É #FAKE que OMS considere desnecessário uso de máscara por quem não foi infectado pelo coronavírus	Orientação da agência para países onde há ampla circulação do vírus, como o Brasil, é que todo mundo, doente ou não, utilize o item de proteção facial.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
83	É #FAKE que mistura de laranja, limão e melão-de-são-caetano cure a Covid-19	Trata-se de apenas de mais uma falsa 'cura milagrosa' para a doença, explicam especialistas consultados pela CBN.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
84	É #FAKE que edição da revista 'Veja' de 2003 já falasse da Covid-19	Em vídeo, homem folheia exemplar da revista com reportagem sobre a Sars. Legendas que acompanham o vídeo afirmam que a Covid-19 já era conhecida na época. Mas especialistas explicam que são eventos diferentes.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
85	É #FAKE orientação para jogar água sanitária em rede de água de esgoto para evitar contaminação pelo coronavírus	Mensagem falsa afirma que vírus presente nas fezes dos contaminados se multiplica nas águas residuais. Virologista diz que é improvável que o esgoto seja uma fonte capaz de infectar pessoas, como acontece com outras doenças.	Há 5 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
86	É #FAKE que vídeo mostre primeira-ministra da Austrália fingindo tomar vacina contra Covid-19	Quem aparece nas imagens, na verdade, é a premier de Queensland. E ela não finge tomar vacina contra coronavírus; até porque não há nenhuma aprovada ainda. Na verdade, vídeo editado mostra ela apenas repetindo a cena de tomar a dose contra gripe a pedido de fotógrafos e cinegrafistas.	Há 6 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
87	É #FAKE que médico congolês Prêmio Nobel da Paz disse que deixou cargo por ser obrigado a falsear dados da Covid-19	Denis Mukwege nega essa afirmação. Ele diz que decidiu deixar o posto em província do Congo por conta de dificuldades enfrentadas na contenção da pandemia.	Há 6 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
88	É #FAKE que termômetro digital infravermelho cause câncer e cegueira	Mensagens falsas afirmam que aparelho, que tem sido usado para evitar a propagação da Covid-19 no comércio, faz mal à saúde. Especialistas negam boato.	Há 6 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
89	É #FAKE que foto mostre motorista ferido a pedrada após passageiro se recusar a usar máscara	Imagem circula em redes sociais com legenda que a liga à pandemia do novo coronavírus. Foto, porém, é antiga. Foi feita em 2015 e não tem nenhuma relação com a Covid-19.	Há 6 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
90	É #FAKE que cloroquina seja distribuída gratuitamente por toda a Europa para tratar a Covid-19	Países como Itália, França e Portugal não fazem uso da droga para tratamento contra o coronavírus; eficácia e segurança não foram comprovadas por estudos científicos.	Há 6 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
91	É #FAKE que uso de máscara de proteção faça mal à saúde tornando o sangue mais ácido	Vídeo com fala de médico do Rio de Janeiro tem viralizado. Ele é contestado pelo Ministério da Saúde e por especialistas da área.	Há 6 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
92	É #FAKE que mistura caseira de água, sal e zinco seja comprovadamente eficaz contra o novo coronavírus	Composto ensinado em um vídeo e em um manual de instruções compartilhados carece de embasamento científico e pode levar a intoxicação, segundo especialistas.	Há 6 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
93	É #FAKE que vídeo mostre fotos de fiéis mortos pela Covid-19 em igreja na Itália	Vídeo foi gravado em 12 de abril deste ano, no domingo de Páscoa, nos Estados Unidos. Fotos não mostram mortos pela doença, mas sim lembrança dos fiéis que acompanhavam o culto por transmissão pela internet.	Há 6 meses	1	https://g1.globo.com/fato-ou-fake/coronavirus/
